id,source_id,split,label,mentions_prize_reward_gift,claims_winner_or_selected,impersonates_official_entity,uses_promotional_or_marketing_claim,mentions_money_payment,mentions_free_offer,mentions_discount_or_rate,mentions_financial_gain_or_cost,creates_urgency,uses_deadline_or_expiry,threatens_loss_or_penalty,contains_all_caps_or_exclamation_emphasis,asks_click_link,asks_user_reply_or_call,requests_personal_information,requests_immediate_action,normal_personal_conversation,mentions_meeting_family_friends,uses_casual_emotional_language,refers_previous_conversation
sms_spam_01209,1258,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01210,5422,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01211,1846,test,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
sms_spam_01213,2475,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01216,4513,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01215,4046,train,spam,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_01212,229,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01214,3044,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01217,3517,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01218,1423,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01220,1435,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01222,3504,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01221,1291,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01219,4310,test,ham,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
sms_spam_01223,3620,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01224,913,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01225,2363,train,spam,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
sms_spam_01227,4281,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sms_spam_01226,826,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01228,53,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01229,2837,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01230,3633,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sms_spam_01232,3279,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01231,3106,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
sms_spam_01234,3335,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01233,5367,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01235,2405,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01236,208,train,ham,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
sms_spam_01237,558,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01239,1867,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01240,4273,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01238,3873,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sms_spam_01242,1857,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01241,402,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sms_spam_01243,1301,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01244,4041,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01245,120,train,spam,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
sms_spam_01246,4619,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
sms_spam_01248,2435,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01247,2709,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01249,3653,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01251,991,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01250,158,test,spam,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
sms_spam_01252,2121,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01253,4566,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01254,3605,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01255,1984,train,spam,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
sms_spam_01256,3076,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01258,511,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01257,4249,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01259,644,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01260,5311,train,ham,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
sms_spam_01261,1316,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01262,2471,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01263,2591,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01264,5075,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01266,300,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01265,1180,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01268,326,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01267,5474,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01269,3714,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01270,1159,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01271,4745,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01272,3614,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01274,3665,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01273,15,train,spam,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
sms_spam_01275,5267,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01276,4595,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01277,4168,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01278,2444,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
sms_spam_01280,4118,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01279,5004,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01282,1463,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01281,2028,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sms_spam_01284,3373,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01283,2614,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01285,601,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01286,827,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01287,3198,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01288,1929,train,spam,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
sms_spam_01289,4175,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01291,4918,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01290,5565,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01292,187,train,spam,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
sms_spam_01294,1552,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01293,1877,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01295,3337,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01296,5424,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01297,2275,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01298,5229,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01299,1446,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01300,1381,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01301,1974,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01303,4660,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01302,5251,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01304,4336,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01305,866,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01306,5498,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01307,3591,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01309,174,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01308,2259,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01310,3492,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01311,3176,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01312,4610,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01315,5331,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01314,549,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01313,2716,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01316,4398,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01317,2883,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01318,4755,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01320,475,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01319,2197,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01321,2415,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01322,670,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01323,4641,test,spam,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
sms_spam_01324,1952,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01325,1676,train,ham,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01327,3104,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01326,272,train,spam,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0
sms_spam_01328,5195,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01329,2700,train,ham,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
sms_spam_01330,587,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
sms_spam_01331,5523,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
sms_spam_01332,4089,train,spam,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
sms_spam_01334,1605,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
sms_spam_01333,682,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01335,2281,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
sms_spam_01336,1312,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_01337,2916,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01338,2355,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
sms_spam_01340,4363,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01339,5491,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01341,2077,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01342,4029,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01343,1340,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01344,5110,train,spam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_01346,3011,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01345,1587,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01347,3423,train,spam,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
sms_spam_01348,5000,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01349,3505,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01351,4032,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01350,4578,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01352,1742,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
sms_spam_01353,954,test,spam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_01354,4366,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01356,455,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01355,3488,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01357,2086,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01358,1990,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01359,3297,test,spam,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_01360,439,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01361,3749,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01362,1443,train,spam,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
sms_spam_01363,3210,test,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
sms_spam_01364,2973,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01365,61,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01366,4037,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
sms_spam_01367,4551,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01368,1942,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01370,1246,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01369,3939,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01371,5055,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01372,4743,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01373,5243,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01374,3333,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
sms_spam_01376,4221,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01375,5397,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01377,2222,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01378,5253,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01379,4754,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01380,2670,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01381,1473,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01382,4633,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01383,4207,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01384,5544,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01385,3029,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01386,4382,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01388,1911,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01387,1549,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01389,1671,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01390,1101,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01391,5209,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01392,3375,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01393,540,train,spam,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_01394,3328,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01395,2251,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01397,4211,train,spam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sms_spam_01396,3659,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01398,4468,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01399,2160,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01400,4381,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01401,1745,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01403,888,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sms_spam_01402,728,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01404,4088,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01406,5437,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01405,5270,test,ham,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
sms_spam_01407,2663,train,spam,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
sms_spam_01408,4943,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01409,1346,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01410,5395,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01412,1320,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01411,4784,train,spam,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
sms_spam_01413,1183,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01414,5353,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01415,5071,test,spam,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
sms_spam_01417,818,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01416,3956,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01418,1801,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01419,1633,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01420,2045,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01421,2819,train,spam,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
sms_spam_01422,4078,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01424,3149,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01425,2527,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01423,4428,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01426,5459,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01427,5419,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01428,1158,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01429,1558,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
sms_spam_01431,5403,train,ham,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01430,65,train,spam,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sms_spam_01433,36,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01432,2747,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01435,2064,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01437,493,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01436,1414,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01434,3349,train,ham,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
sms_spam_01439,5015,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01438,3323,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
sms_spam_01440,5326,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
sms_spam_01441,4393,train,ham,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
sms_spam_01443,4385,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
sms_spam_01442,5504,test,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01445,2373,train,spam,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
sms_spam_01444,2977,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01447,1231,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
sms_spam_01446,3171,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01448,4906,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
sms_spam_01449,3593,train,spam,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
sms_spam_01450,1613,train,ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
