id,source_id,split,label,mentions_disaster_type,reports_event_occurrence,describes_threat_or_danger,mentions_cause_or_trigger,mentions_location,mentions_time_or_recency,includes_source_or_report,first_person_witnessing,mentions_casualties_or_injuries,mentions_property_damage,mentions_infrastructure_disruption,mentions_scale_or_intensity,calls_for_help,mentions_rescue_or_emergency_services,mentions_evacuation_or_shelter,gives_safety_instruction,uses_metaphor_or_idiom,refers_to_entertainment_or_sports,expresses_joke_or_sarcasm,discusses_non_event_context
disaster_01372,7999,train,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01370,10321,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01373,1939,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01374,3070,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01375,131,test,real disaster,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01379,7573,train,real disaster,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_01377,2948,train,not disaster,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01382,7461,train,not disaster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01378,8385,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01381,4543,train,real disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_01383,10850,test,real disaster,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_01380,4482,train,not disaster,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01384,10687,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_01386,1952,train,real disaster,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
disaster_01387,6535,train,not disaster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
disaster_01376,9982,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01385,7159,test,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01388,3043,train,not disaster,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01390,8610,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01389,1182,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01391,4635,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
disaster_01393,6216,train,real disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
disaster_01394,2400,train,real disaster,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
disaster_01392,3772,train,real disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01396,8477,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01395,9586,train,real disaster,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01398,9606,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01397,7340,train,not disaster,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01402,9511,train,real disaster,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01400,2889,train,real disaster,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01399,2437,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01401,1331,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01403,1253,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01405,10275,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01406,6758,test,real disaster,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01404,8755,test,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01407,810,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01412,5404,test,not disaster,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_01410,8113,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_01411,9231,train,real disaster,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01408,4791,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disaster_01409,4580,train,real disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
disaster_01415,2111,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01413,4020,train,real disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01417,8875,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01418,2033,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01414,6737,train,not disaster,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01420,10040,train,real disaster,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01419,5908,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01416,6773,train,real disaster,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01422,3029,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01423,8284,test,real disaster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01421,2125,train,real disaster,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
disaster_01426,6981,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01425,6799,train,not disaster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01428,9119,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01429,4313,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01430,10359,train,not disaster,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01427,6490,train,not disaster,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_01431,9273,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01432,6850,train,real disaster,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01434,8375,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01433,3659,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01424,10401,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01435,1070,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01437,5466,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_01436,5556,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01439,7337,train,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01438,2241,train,not disaster,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01440,2973,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
disaster_01441,3554,train,real disaster,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
disaster_01442,5212,test,not disaster,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
disaster_01444,7553,train,real disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01446,7211,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01445,5326,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_01448,450,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01449,8728,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01447,9861,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01451,59,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01443,1122,train,real disaster,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01450,3059,train,not disaster,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
disaster_01453,4393,train,real disaster,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
disaster_01452,9869,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01454,9640,train,not disaster,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
disaster_01455,1837,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01457,10330,train,real disaster,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01456,4153,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
disaster_01458,8920,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01460,9589,test,real disaster,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01459,4766,train,real disaster,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disaster_01462,1084,train,not disaster,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01464,8674,train,real disaster,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disaster_01461,8510,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01463,7195,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01465,5990,train,not disaster,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01466,7994,train,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01469,6100,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01470,5439,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01471,8,train,real disaster,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
disaster_01467,9698,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01468,1956,test,not disaster,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
disaster_01474,8155,train,real disaster,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
disaster_01473,8009,test,real disaster,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
disaster_01472,3896,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01475,6000,train,real disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01477,3572,train,real disaster,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
disaster_01476,3639,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01478,7963,train,real disaster,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01479,5105,train,not disaster,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
disaster_01481,8039,train,not disaster,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
disaster_01480,9585,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01483,9730,train,real disaster,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01482,9401,train,real disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01484,6461,test,real disaster,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
disaster_01486,8150,train,real disaster,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
disaster_01489,4005,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01485,8025,train,not disaster,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
disaster_01487,8023,train,not disaster,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
disaster_01488,2225,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01490,6892,train,real disaster,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01492,656,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01495,2689,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01491,941,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01496,5172,test,real disaster,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_01497,9760,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01494,6917,train,not disaster,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01493,10736,test,real disaster,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
disaster_01498,7095,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01499,9210,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01501,1971,train,real disaster,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
disaster_01500,2635,train,not disaster,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01503,5920,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01502,4325,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01504,3102,train,real disaster,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
disaster_01505,6004,train,not disaster,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
disaster_01509,8231,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01508,1573,train,real disaster,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01507,4922,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01510,3663,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01506,4679,train,not disaster,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01512,2947,train,not disaster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01514,1360,test,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01515,884,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01516,2452,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01511,1744,test,not disaster,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
disaster_01517,3095,train,real disaster,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01518,7933,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01519,4454,train,not disaster,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
disaster_01520,10301,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01521,2619,train,real disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01522,6540,test,not disaster,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
disaster_01513,410,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_01523,10690,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01524,7359,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01525,10413,test,not disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01528,9980,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01527,6484,train,real disaster,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_01529,55,test,real disaster,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01530,3700,test,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01531,8386,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
disaster_01533,7799,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01532,5644,train,not disaster,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01536,10873,train,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01526,8005,train,real disaster,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01535,9247,train,real disaster,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01534,1104,test,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01537,7255,train,real disaster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01541,6878,test,not disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01538,10419,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
disaster_01542,9449,test,real disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01540,7945,test,not disaster,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
disaster_01539,7128,test,real disaster,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01543,5759,train,real disaster,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
disaster_01548,4590,train,real disaster,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
disaster_01545,6358,train,real disaster,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
disaster_01544,2668,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01547,5475,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01546,1425,train,not disaster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
disaster_01550,8787,train,not disaster,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01552,799,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01553,4416,train,not disaster,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01551,2502,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01554,10499,train,real disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_01549,3820,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01556,3889,train,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01557,1683,train,real disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01559,4988,test,real disaster,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01555,7054,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01560,9393,train,real disaster,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01558,8057,train,real disaster,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01561,10657,train,real disaster,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01562,2056,train,real disaster,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
disaster_01564,6165,train,real disaster,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01563,7358,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01565,7579,train,real disaster,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_01566,3765,train,real disaster,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
disaster_01569,2468,train,real disaster,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_01567,3241,train,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01568,5622,train,real disaster,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
disaster_01572,622,train,not disaster,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01570,2391,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01571,10201,train,real disaster,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01574,9978,train,real disaster,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01573,9053,train,real disaster,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01576,8350,train,not disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01577,7060,train,not disaster,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01578,4468,train,not disaster,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01579,6571,train,real disaster,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01575,5180,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
disaster_01580,8656,train,real disaster,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01583,9991,train,real disaster,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01584,9627,test,real disaster,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
disaster_01582,5997,train,not disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01581,3825,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
disaster_01585,3451,train,real disaster,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01589,1995,train,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01588,8935,test,real disaster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01586,1905,test,not disaster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_01587,85,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01590,1985,test,real disaster,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
disaster_01593,5234,test,real disaster,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
disaster_01594,7005,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
disaster_01591,5190,test,real disaster,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
disaster_01595,2122,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01592,10159,train,real disaster,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01596,8866,test,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01597,338,train,real disaster,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
disaster_01599,506,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01600,7381,test,not disaster,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01598,7807,train,not disaster,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01602,2006,test,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01601,9134,test,real disaster,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
disaster_01606,8551,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
disaster_01604,7707,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
disaster_01603,644,train,real disaster,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
disaster_01605,6066,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
disaster_01607,484,train,not disaster,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
disaster_01608,7784,train,real disaster,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
disaster_01609,8837,train,not disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
disaster_01610,4556,train,not disaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
disaster_01611,6267,test,not disaster,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
