id,source_id,split,label
ade_00799,train_9780,train,non_ade
ade_00800,train_6118,train,non_ade
ade_00801,train_16977,train,non_ade
ade_00802,test_225,train,ade
ade_00803,train_6268,test,non_ade
ade_00804,train_2343,train,ade
ade_00805,test_5139,train,non_ade
ade_00806,train_1670,train,non_ade
ade_00807,train_10231,train,non_ade
ade_00808,train_12591,train,non_ade
ade_00809,train_12978,train,non_ade
ade_00810,test_4133,train,non_ade
ade_00811,train_7613,test,non_ade
ade_00812,train_8831,train,non_ade
ade_00813,train_7109,train,ade
ade_00814,train_9953,train,non_ade
ade_00815,train_6626,train,non_ade
ade_00816,train_8625,train,non_ade
ade_00817,train_14702,train,ade
ade_00818,train_7409,train,non_ade
ade_00819,train_15038,train,non_ade
ade_00820,train_6345,train,non_ade
ade_00821,test_4415,train,non_ade
ade_00822,train_6724,train,non_ade
ade_00823,test_3010,train,non_ade
ade_00824,test_4067,train,non_ade
ade_00825,test_1847,train,ade
ade_00826,train_1394,train,ade
ade_00827,train_6265,train,non_ade
ade_00828,test_2383,test,non_ade
ade_00829,test_5303,train,non_ade
ade_00830,train_3682,test,non_ade
ade_00831,test_4915,test,non_ade
ade_00832,train_11780,train,non_ade
ade_00833,train_2942,train,non_ade
ade_00834,train_569,train,ade
ade_00835,train_12016,test,non_ade
ade_00836,train_11466,train,non_ade
ade_00837,train_12002,train,non_ade
ade_00838,train_4490,test,ade
ade_00839,train_15304,train,ade
ade_00840,train_13147,train,non_ade
ade_00841,test_2158,train,non_ade
ade_00842,test_4372,train,non_ade
ade_00843,train_7449,train,non_ade
ade_00844,train_6298,train,non_ade
ade_00845,train_12936,train,non_ade
ade_00846,train_12655,train,non_ade
ade_00847,train_7965,train,ade
ade_00848,train_9026,train,non_ade
ade_00849,test_5637,train,non_ade
ade_00850,train_2751,train,non_ade
ade_00851,train_580,train,non_ade
ade_00852,train_8507,train,non_ade
ade_00853,test_766,train,ade
ade_00854,train_14467,train,non_ade
ade_00855,train_14302,train,non_ade
ade_00856,train_14239,train,non_ade
ade_00857,test_497,test,non_ade
ade_00858,test_3857,train,non_ade
ade_00859,train_14520,test,non_ade
ade_00860,train_11153,train,non_ade
ade_00861,train_13429,train,non_ade
ade_00862,test_5128,train,non_ade
ade_00863,train_5214,train,non_ade
ade_00864,train_2709,train,ade
ade_00865,train_5636,test,non_ade
ade_00866,train_9163,test,ade
ade_00867,train_1793,train,non_ade
ade_00868,test_2565,train,ade
ade_00869,test_2188,train,non_ade
ade_00870,train_17529,train,ade
ade_00871,train_1400,train,non_ade
ade_00872,train_17007,train,non_ade
ade_00873,train_16511,train,non_ade
ade_00874,train_1637,train,non_ade
ade_00875,test_756,train,non_ade
ade_00876,train_8933,train,non_ade
ade_00877,train_239,test,ade
ade_00878,train_5237,train,ade
ade_00879,train_11449,train,non_ade
ade_00880,train_9353,train,non_ade
ade_00881,train_8731,train,non_ade
ade_00882,train_12566,train,non_ade
ade_00883,train_13235,test,non_ade
ade_00884,train_8323,train,non_ade
ade_00885,train_16305,train,non_ade
ade_00886,train_3490,train,ade
ade_00887,train_10412,train,non_ade
ade_00888,train_2211,train,non_ade
ade_00889,test_352,train,non_ade
ade_00890,train_13334,train,ade
ade_00891,train_12944,train,non_ade
ade_00892,test_4622,train,non_ade
ade_00893,train_4124,test,ade
ade_00894,test_3690,train,non_ade
ade_00895,train_5226,train,non_ade
ade_00896,test_5730,train,non_ade
ade_00897,train_6341,train,non_ade
ade_00898,train_15468,train,non_ade
ade_00899,train_14482,train,non_ade
ade_00900,train_14718,train,non_ade
ade_00901,test_403,test,non_ade
ade_00902,train_2063,train,non_ade
ade_00903,train_17482,train,non_ade
ade_00904,test_771,test,ade
ade_00905,test_3273,train,non_ade
ade_00906,test_1319,train,ade
ade_00907,train_9611,train,non_ade
ade_00908,train_6415,test,non_ade
ade_00909,train_1650,test,ade
ade_00910,train_15578,train,non_ade
ade_00911,test_370,train,non_ade
ade_00912,test_2744,test,non_ade
ade_00913,train_10401,test,ade
ade_00914,test_2523,train,non_ade
ade_00915,train_10576,train,non_ade
ade_00916,train_9593,train,non_ade
ade_00917,train_14345,train,non_ade
ade_00918,train_16717,train,ade
ade_00919,train_16148,train,non_ade
ade_00920,train_16622,train,non_ade
ade_00921,test_2145,train,non_ade
ade_00922,test_311,train,non_ade
ade_00923,train_9853,train,non_ade
ade_00924,train_1783,train,non_ade
ade_00925,test_5266,test,non_ade
ade_00926,test_5876,train,non_ade
ade_00927,test_5,train,non_ade
ade_00928,test_45,train,non_ade
ade_00929,train_14127,train,ade
ade_00930,test_865,test,ade
ade_00931,train_14986,train,non_ade
ade_00932,train_7368,test,non_ade
ade_00933,test_1470,train,non_ade
ade_00934,train_5911,train,non_ade
ade_00935,train_14357,train,non_ade
ade_00936,train_10831,test,ade
ade_00937,train_2887,train,ade
ade_00938,test_1750,test,non_ade
ade_00939,train_5898,train,non_ade
ade_00940,test_20,train,non_ade
ade_00941,test_230,train,non_ade
ade_00942,train_2168,test,non_ade
ade_00943,test_4949,train,ade
ade_00944,train_7432,train,non_ade
ade_00945,train_6305,train,non_ade
ade_00946,train_3182,train,non_ade
ade_00947,train_2483,test,non_ade
ade_00948,train_6968,train,non_ade
ade_00949,test_4776,train,non_ade
ade_00950,test_1712,train,non_ade
ade_00951,train_5555,train,non_ade
ade_00952,test_4355,train,non_ade
ade_00953,test_3403,train,non_ade
ade_00954,test_4042,train,non_ade
ade_00955,train_13322,train,non_ade
ade_00956,train_8684,train,non_ade
ade_00957,train_7976,train,non_ade
ade_00958,train_10301,train,non_ade
ade_00959,test_5539,train,non_ade
ade_00960,test_5653,test,non_ade
ade_00961,train_10899,train,non_ade
ade_00962,train_13642,train,non_ade
ade_00963,test_1473,train,non_ade
ade_00964,train_1604,train,non_ade
ade_00965,test_3988,train,non_ade
ade_00966,train_9282,train,non_ade
ade_00967,test_618,train,non_ade
ade_00968,train_7487,train,non_ade
ade_00969,test_2055,train,non_ade
ade_00970,train_13821,train,non_ade
ade_00971,train_12687,train,non_ade
ade_00972,train_2165,train,non_ade
ade_00973,train_4489,train,non_ade
ade_00974,test_4525,test,non_ade
ade_00975,train_1093,train,non_ade
ade_00976,train_1154,test,non_ade
ade_00977,train_6587,train,non_ade
ade_00978,train_6984,train,non_ade
ade_00979,train_12244,test,non_ade
ade_00980,train_10360,train,ade
ade_00981,train_5618,train,non_ade
ade_00982,train_1218,train,non_ade
ade_00983,train_4626,test,non_ade
ade_00984,train_5055,train,non_ade
ade_00985,train_13382,test,non_ade
ade_00986,test_5567,train,non_ade
ade_00987,train_7157,train,non_ade
ade_00988,train_4940,train,non_ade
ade_00989,train_6735,train,non_ade
ade_00990,train_1473,train,non_ade
ade_00991,train_6418,train,non_ade
ade_00992,train_4670,train,non_ade
ade_00993,train_14766,train,non_ade
ade_00994,train_13353,train,non_ade
ade_00995,train_9074,test,non_ade
ade_00996,test_1495,train,non_ade
ade_00997,train_1919,train,non_ade
ade_00998,train_8612,train,non_ade
ade_00999,test_2615,train,non_ade
ade_01000,train_13068,train,non_ade
ade_01001,train_10447,train,non_ade
ade_01002,train_7744,train,non_ade
ade_01003,test_5809,train,non_ade
ade_01004,train_3462,test,ade
ade_01005,train_12788,train,non_ade
ade_01006,test_4063,train,non_ade
ade_01007,train_4805,train,non_ade
ade_01008,test_1754,train,non_ade
ade_01009,train_4609,train,non_ade
ade_01010,train_6330,train,non_ade
ade_01011,train_17442,test,non_ade
ade_01012,train_10117,train,ade
ade_01013,train_13163,train,ade
ade_01014,test_2489,train,non_ade
ade_01015,train_13509,test,non_ade
ade_01016,test_520,train,non_ade
ade_01017,train_8209,test,non_ade
ade_01018,test_5735,train,non_ade
ade_01019,test_5499,train,non_ade
ade_01020,train_4628,train,non_ade
ade_01021,train_17058,train,non_ade
ade_01022,train_9433,train,non_ade
ade_01023,train_12977,test,non_ade
ade_01024,train_3947,train,ade
ade_01025,train_8313,train,non_ade
ade_01026,train_2513,test,non_ade
ade_01027,train_13454,test,non_ade
ade_01028,train_2944,test,ade
ade_01029,test_5663,train,non_ade
ade_01030,train_1503,train,non_ade
ade_01031,train_8304,train,ade
ade_01032,train_12179,train,ade
ade_01033,train_12084,test,non_ade
ade_01034,test_2977,train,non_ade
ade_01035,train_17595,test,non_ade
ade_01036,test_5318,train,non_ade
ade_01037,test_270,train,ade
ade_01038,test_468,train,non_ade
ade_01039,train_8630,train,ade
ade_01040,train_14328,train,non_ade
ade_01041,test_2854,train,non_ade
ade_01042,train_8883,train,ade
ade_01043,train_6784,test,non_ade
ade_01044,train_7137,train,non_ade
ade_01045,train_12245,train,non_ade
ade_01046,train_4288,train,non_ade
ade_01047,train_11273,train,non_ade
ade_01048,train_5444,train,ade
ade_01049,train_17507,train,non_ade
ade_01050,train_12564,train,non_ade
ade_01051,test_2999,train,non_ade
ade_01052,train_7442,train,non_ade
ade_01053,test_774,train,non_ade
ade_01054,train_13169,train,non_ade
ade_01055,test_3504,train,non_ade
ade_01056,test_5501,train,non_ade
ade_01057,test_1868,train,non_ade
ade_01058,train_14796,train,non_ade
ade_01059,train_80,train,non_ade
ade_01060,test_191,train,non_ade
ade_01061,train_15735,train,ade
ade_01062,train_2111,test,non_ade
ade_01063,train_406,train,ade
ade_01064,train_8222,train,non_ade
ade_01065,train_6665,train,non_ade
ade_01066,train_3845,train,non_ade
ade_01067,train_10856,train,non_ade
ade_01068,train_11926,train,non_ade
ade_01069,train_9934,train,non_ade
ade_01070,train_11907,train,non_ade
ade_01071,train_6484,train,ade
ade_01072,train_247,test,ade
ade_01073,test_3477,train,non_ade
ade_01074,test_1693,train,non_ade
ade_01075,train_11244,train,non_ade
ade_01076,train_1810,train,non_ade
ade_01077,test_30,train,ade
ade_01078,train_785,test,non_ade
ade_01079,train_3794,train,non_ade
ade_01080,test_79,train,non_ade
ade_01081,train_636,train,non_ade
ade_01082,test_4385,train,non_ade
ade_01083,train_9786,test,non_ade
ade_01084,train_9107,train,non_ade
ade_01085,train_11559,train,non_ade
ade_01086,test_83,train,non_ade
ade_01087,train_3361,train,non_ade
ade_01088,train_2116,train,non_ade
ade_01089,train_8705,train,non_ade
ade_01090,test_2530,train,non_ade
ade_01091,test_4598,train,non_ade
ade_01092,train_3196,train,ade
ade_01093,test_3353,train,non_ade
ade_01094,train_11232,test,non_ade
ade_01095,test_1010,test,non_ade
ade_01096,test_2284,train,non_ade
ade_01097,train_1138,train,ade
ade_01098,train_13064,train,ade
ade_01099,test_2251,train,non_ade
ade_01100,train_8750,test,ade
ade_01101,train_9986,train,non_ade
ade_01102,train_5786,train,non_ade
ade_01103,train_6210,test,non_ade
ade_01104,train_6723,test,non_ade
ade_01105,train_3161,train,ade
ade_01106,train_4041,train,non_ade
ade_01107,train_3153,train,non_ade
ade_01108,train_426,train,non_ade
ade_01109,train_6842,train,non_ade
ade_01110,test_305,train,non_ade
ade_01111,train_2923,train,ade
ade_01112,train_16027,train,non_ade
ade_01113,train_13046,train,ade
ade_01114,train_14593,train,non_ade
ade_01115,test_706,test,non_ade
ade_01116,train_14511,train,non_ade
ade_01117,test_4349,train,non_ade
ade_01118,train_7476,test,ade
ade_01119,test_3089,train,non_ade
ade_01120,train_3451,train,non_ade
ade_01121,train_9406,train,non_ade
ade_01122,train_5073,train,ade
ade_01123,train_1105,train,ade
ade_01124,test_2758,test,non_ade
ade_01125,train_8681,train,ade
ade_01126,train_12331,train,ade
ade_01127,train_1179,train,non_ade
ade_01128,train_4768,train,non_ade
ade_01129,train_17501,train,non_ade
ade_01130,train_16503,train,non_ade
ade_01131,train_11364,train,ade
ade_01132,train_7139,train,non_ade
ade_01133,train_11035,train,ade
ade_01134,train_14348,train,non_ade
ade_01135,test_5037,train,non_ade
ade_01136,train_12348,test,non_ade
ade_01137,train_7076,train,non_ade
ade_01138,train_6787,train,ade
ade_01139,test_2514,train,non_ade
ade_01140,train_3835,train,non_ade
ade_01141,train_5825,train,non_ade
ade_01142,test_2540,test,non_ade
ade_01143,test_2141,train,ade
ade_01144,train_14610,train,non_ade
ade_01145,train_11001,train,non_ade
ade_01146,train_17099,test,non_ade
ade_01147,train_16558,train,non_ade
ade_01148,train_1390,train,non_ade
ade_01149,train_3468,train,ade
ade_01150,train_12997,train,non_ade
ade_01151,train_1032,train,non_ade
ade_01152,train_12096,train,ade
ade_01153,train_10040,train,non_ade
ade_01154,test_5583,train,ade
ade_01155,train_16123,train,non_ade
ade_01156,test_2515,train,ade
ade_01157,train_8315,train,non_ade
ade_01158,train_13286,train,non_ade
ade_01159,train_12644,test,non_ade
ade_01160,train_11269,train,non_ade
ade_01161,train_15694,train,non_ade
ade_01162,train_2459,train,non_ade
ade_01163,train_8316,train,non_ade
ade_01164,train_554,train,non_ade
ade_01165,test_4122,test,non_ade
ade_01166,train_4001,test,non_ade
ade_01167,train_8001,train,ade
ade_01168,train_1928,train,non_ade
ade_01169,test_1949,train,non_ade
ade_01170,train_11518,train,non_ade
ade_01171,train_7663,train,non_ade
ade_01172,train_541,test,non_ade
ade_01173,test_4757,train,non_ade
ade_01174,test_1911,test,non_ade
ade_01175,train_5259,train,non_ade
ade_01176,train_10597,test,ade
ade_01177,train_3122,train,non_ade
ade_01178,train_2084,train,non_ade
ade_01179,train_4779,train,non_ade
ade_01180,train_16733,train,non_ade
ade_01181,train_17607,test,non_ade
ade_01182,train_6454,train,ade
ade_01183,train_5269,test,non_ade
ade_01184,train_246,test,non_ade
ade_01185,train_16237,test,non_ade
ade_01186,train_17210,test,ade
ade_01187,train_4876,test,non_ade
ade_01188,train_6300,train,ade
ade_01189,test_4522,train,non_ade
ade_01190,train_3261,test,non_ade
ade_01191,train_6654,train,non_ade
ade_01192,train_10962,train,non_ade
ade_01193,train_15410,train,non_ade
ade_01194,test_3018,train,non_ade
ade_01195,train_1516,test,non_ade
ade_01196,train_11813,train,non_ade
ade_01197,train_3945,train,non_ade
ade_01198,train_9083,test,non_ade
ade_01199,test_585,test,non_ade
ade_01200,test_4790,train,ade
ade_01201,train_3950,train,ade
ade_01202,train_4648,test,non_ade
ade_01203,train_16482,test,ade
ade_01204,test_4592,train,non_ade
ade_01205,test_5292,train,non_ade
ade_01206,train_2059,train,non_ade
ade_01207,train_11745,test,ade
ade_01208,test_4181,train,non_ade
ade_01209,train_11677,train,non_ade
ade_01210,train_1980,train,non_ade
ade_01211,train_14082,train,ade
ade_01212,train_16154,test,non_ade
ade_01213,train_16241,train,non_ade
ade_01214,train_12490,test,non_ade
ade_01215,train_3626,train,non_ade
ade_01216,train_7747,train,non_ade
ade_01217,train_6475,test,ade
ade_01218,test_4084,test,non_ade
ade_01219,test_3804,train,non_ade
ade_01220,train_1689,test,ade
ade_01221,test_1138,train,non_ade
ade_01222,train_2947,train,non_ade
ade_01223,train_4741,train,non_ade
ade_01224,train_9485,train,non_ade
ade_01225,train_15762,train,non_ade
ade_01226,train_349,train,ade
ade_01227,test_131,train,non_ade
ade_01228,train_4863,train,ade
ade_01229,test_398,train,non_ade
ade_01230,train_1288,train,ade
ade_01231,test_4020,train,ade
ade_01232,train_11786,train,non_ade
ade_01233,train_15326,test,non_ade
ade_01234,train_2768,test,non_ade
ade_01235,train_232,train,non_ade
ade_01236,train_6262,test,non_ade
ade_01237,train_12757,train,ade
ade_01238,test_4635,train,ade
ade_01239,test_1757,train,non_ade
ade_01240,test_300,train,ade
ade_01241,test_1323,train,non_ade
ade_01242,train_15991,train,non_ade
ade_01243,train_5435,test,non_ade
ade_01244,test_4754,train,non_ade
ade_01245,train_9014,train,non_ade
ade_01246,train_7624,train,ade
ade_01247,train_14153,train,non_ade
ade_01248,train_14969,train,non_ade
ade_01249,train_16925,train,ade
ade_01250,train_3541,train,non_ade
ade_01251,test_3059,train,non_ade
ade_01252,train_7901,test,non_ade
ade_01253,train_17039,train,ade
ade_01254,test_4033,train,non_ade
ade_01255,train_2232,train,non_ade
ade_01256,train_15777,train,ade
ade_01257,train_4054,test,non_ade
ade_01258,train_7271,train,non_ade
ade_01259,train_15328,train,non_ade
ade_01260,train_9462,train,non_ade
ade_01261,train_7348,train,ade
ade_01262,train_17517,train,non_ade
ade_01263,train_6351,test,non_ade
ade_01264,train_14113,test,non_ade
ade_01265,train_14040,train,non_ade
ade_01266,train_14265,train,non_ade
ade_01267,test_4683,train,non_ade
ade_01268,test_806,train,non_ade
ade_01269,train_2783,test,non_ade
ade_01270,train_16151,test,non_ade
ade_01271,train_12183,train,non_ade
ade_01272,train_5822,train,non_ade
ade_01273,train_5209,train,non_ade
ade_01274,test_1249,train,non_ade
ade_01275,train_4637,train,non_ade
ade_01276,train_10155,train,non_ade
ade_01277,train_14730,test,non_ade
ade_01278,train_9787,train,non_ade
ade_01279,train_2403,train,ade
ade_01280,train_7475,train,non_ade
ade_01281,train_13190,train,non_ade
ade_01282,test_1844,test,non_ade
ade_01283,test_5870,train,non_ade
ade_01284,train_10057,train,ade
ade_01285,train_3212,train,non_ade
ade_01286,test_2365,train,non_ade
ade_01287,train_5353,train,non_ade
ade_01288,train_3965,train,non_ade
ade_01289,train_13650,train,ade
ade_01290,train_1577,test,ade
ade_01291,test_5444,train,non_ade
ade_01292,test_3616,train,non_ade
ade_01293,test_4541,train,ade
ade_01294,train_6504,test,ade
ade_01295,train_8996,train,ade
ade_01296,test_2121,train,non_ade
ade_01297,train_3502,test,ade
ade_01298,train_10300,train,non_ade
ade_01299,test_1658,train,non_ade
ade_01300,train_71,train,non_ade
ade_01301,test_668,train,non_ade
ade_01302,train_12204,train,ade
ade_01303,test_4442,test,non_ade
ade_01304,train_16617,train,ade
ade_01305,test_4740,train,non_ade
ade_01306,train_12915,train,non_ade
ade_01307,train_7379,train,non_ade
ade_01308,train_7838,train,ade
ade_01309,train_11170,train,ade
ade_01310,train_9131,train,non_ade
ade_01311,train_8987,train,non_ade
ade_01312,train_10037,train,non_ade
ade_01313,train_13872,train,non_ade
ade_01314,train_10026,test,non_ade
ade_01315,train_1915,train,non_ade
ade_01316,test_1603,train,non_ade
ade_01317,train_17435,train,non_ade
ade_01318,test_2413,train,ade
ade_01319,train_7117,train,ade
ade_01320,test_857,test,non_ade
ade_01321,train_2853,train,ade
ade_01322,train_17275,train,non_ade
ade_01323,test_2957,test,non_ade
ade_01324,test_681,test,ade
ade_01325,train_4050,train,non_ade
ade_01326,train_5257,train,non_ade
ade_01327,train_4574,train,non_ade
ade_01328,train_13502,train,non_ade
ade_01329,train_2192,test,non_ade
ade_01330,train_5563,test,non_ade
ade_01331,train_13484,train,ade
ade_01332,train_16272,train,non_ade
ade_01333,train_16582,train,non_ade
ade_01334,train_8310,train,ade
ade_01335,train_12035,train,ade
ade_01336,train_15098,train,non_ade
ade_01337,train_8183,train,non_ade
ade_01338,train_17427,train,non_ade
ade_01339,train_5760,test,non_ade
ade_01340,train_5396,train,non_ade
ade_01341,train_16984,train,non_ade
ade_01342,train_17334,test,non_ade
ade_01343,train_2848,train,non_ade
ade_01344,test_3357,train,non_ade
ade_01345,train_3597,train,non_ade
ade_01346,test_3601,test,non_ade
ade_01347,test_3195,test,non_ade
ade_01348,train_7544,train,non_ade
ade_01349,train_1158,train,non_ade
ade_01350,train_5056,train,non_ade
ade_01351,train_14829,train,ade
ade_01352,train_15373,train,non_ade
ade_01353,train_433,train,non_ade
ade_01354,train_7399,train,ade
ade_01355,train_4159,train,non_ade
ade_01356,train_3677,train,non_ade
ade_01357,train_2095,train,non_ade
ade_01358,test_2783,train,ade
ade_01359,train_9580,test,non_ade
ade_01360,train_5336,train,non_ade
ade_01361,train_8891,test,non_ade
ade_01362,train_6533,train,non_ade
ade_01363,train_9613,train,non_ade
ade_01364,train_16985,train,ade
ade_01365,train_16013,train,non_ade
ade_01366,train_8628,test,ade
ade_01367,train_5060,train,ade
ade_01368,test_385,train,non_ade
ade_01369,test_4650,train,non_ade
ade_01370,train_9438,train,ade
ade_01371,train_13844,train,non_ade
ade_01372,train_17329,test,non_ade
ade_01373,train_14469,test,ade
ade_01374,test_5169,test,non_ade
ade_01375,train_4458,train,non_ade
ade_01376,test_215,test,non_ade
ade_01377,train_14225,test,non_ade
ade_01378,test_5821,train,non_ade
ade_01379,train_12150,train,non_ade
ade_01380,test_2550,train,ade
ade_01381,train_10229,train,non_ade
ade_01382,test_690,test,non_ade
ade_01383,train_16835,train,non_ade
ade_01384,train_13376,train,non_ade
ade_01385,test_3447,train,non_ade
ade_01386,train_11046,train,non_ade
ade_01387,train_13389,train,non_ade
ade_01388,train_3980,train,non_ade
ade_01389,train_4607,train,non_ade
ade_01390,train_11330,train,non_ade
ade_01391,train_10537,test,non_ade
ade_01392,train_4247,test,ade
ade_01393,test_2897,train,ade
ade_01394,train_721,train,non_ade
ade_01395,train_16250,train,ade
ade_01396,train_10593,train,non_ade
ade_01397,train_15142,train,non_ade
ade_01398,train_15417,train,non_ade
ade_01399,train_16302,train,non_ade
ade_01400,test_379,train,non_ade
ade_01401,train_6670,train,non_ade
ade_01402,train_10926,train,non_ade
ade_01403,train_3277,train,non_ade
ade_01404,train_7793,train,non_ade
ade_01405,test_5378,train,non_ade
ade_01406,train_5913,train,non_ade
ade_01407,train_8530,train,non_ade
ade_01408,train_2477,train,non_ade
ade_01409,train_13618,train,non_ade
ade_01410,train_11213,train,ade
ade_01411,train_14515,train,non_ade
ade_01412,test_5040,train,non_ade
ade_01413,test_3111,train,non_ade
ade_01414,train_2476,train,non_ade
ade_01415,train_13005,train,non_ade
ade_01416,train_5183,test,non_ade
ade_01417,train_1674,train,non_ade
ade_01418,train_3788,train,non_ade
ade_01419,train_4020,train,ade
ade_01420,train_2466,train,non_ade
ade_01421,train_15779,train,non_ade
ade_01422,train_10640,train,non_ade
ade_01423,train_14600,train,non_ade
ade_01424,train_16422,train,non_ade
ade_01425,train_13268,train,non_ade
ade_01426,train_13693,train,non_ade
ade_01427,test_1535,train,non_ade
ade_01428,train_4830,train,non_ade
ade_01429,train_8741,train,non_ade
ade_01430,train_3492,test,non_ade
ade_01431,test_1497,train,non_ade
ade_01432,train_11372,test,non_ade
ade_01433,train_4958,train,ade
ade_01434,train_5072,train,non_ade
ade_01435,train_15374,test,non_ade
ade_01436,train_4872,train,ade
ade_01437,test_2166,train,non_ade
ade_01438,train_7724,test,non_ade
ade_01439,train_6195,train,non_ade
ade_01440,train_12539,train,non_ade
ade_01441,train_7174,train,non_ade
ade_01442,train_9552,train,ade
ade_01443,test_4822,train,non_ade
ade_01444,train_9524,train,non_ade
ade_01445,train_13995,test,non_ade
ade_01446,train_17309,train,non_ade
ade_01447,train_7529,train,ade
ade_01448,train_1083,train,non_ade
ade_01449,test_3609,train,ade
ade_01450,test_2547,train,non_ade
ade_01451,train_11294,train,non_ade
ade_01452,test_351,train,non_ade
ade_01453,train_7045,train,non_ade
ade_01454,train_14738,test,non_ade
ade_01455,train_15881,train,non_ade
ade_01456,train_16142,train,non_ade
ade_01457,train_6180,test,non_ade
ade_01458,train_12680,train,non_ade
ade_01459,train_15631,train,non_ade
ade_01460,train_6331,train,non_ade
ade_01461,test_1741,train,ade
ade_01462,train_2226,train,ade
ade_01463,train_17267,train,non_ade
ade_01464,train_14415,train,non_ade
ade_01465,train_2767,train,non_ade
ade_01466,train_7219,train,non_ade
ade_01467,train_758,test,non_ade
ade_01468,train_15706,train,ade
ade_01469,train_4992,test,ade
ade_01470,train_8150,train,ade
ade_01471,train_11807,train,non_ade
ade_01472,train_8008,test,non_ade
ade_01473,train_14391,train,non_ade
ade_01474,train_12900,test,non_ade
ade_01475,train_13200,train,non_ade
ade_01476,test_3488,train,non_ade
ade_01477,train_16001,train,non_ade
ade_01478,train_7373,test,ade
ade_01479,test_407,train,non_ade
ade_01480,train_1917,test,non_ade
ade_01481,train_7491,train,ade
ade_01482,train_16440,train,ade
ade_01483,train_7653,train,non_ade
ade_01484,test_2267,test,non_ade
ade_01485,train_2614,train,non_ade
ade_01486,train_12749,test,non_ade
ade_01487,train_353,train,non_ade
ade_01488,train_11081,train,ade
ade_01489,test_1646,train,ade
ade_01490,train_8425,train,non_ade
ade_01491,test_3622,train,non_ade
ade_01492,train_13343,test,non_ade
ade_01493,test_4354,train,non_ade
ade_01494,train_7835,train,ade
ade_01495,train_9878,train,non_ade
ade_01496,train_3271,train,ade
ade_01497,train_10811,train,non_ade
ade_01498,train_11593,train,non_ade
ade_01499,train_13985,train,non_ade
ade_01500,train_10066,train,non_ade
ade_01501,train_1891,train,ade
ade_01502,train_6260,train,non_ade
ade_01503,train_12781,test,non_ade
ade_01504,train_14812,train,non_ade
ade_01505,train_16506,test,non_ade
ade_01506,train_15890,train,non_ade
ade_01507,train_3074,train,non_ade
ade_01508,train_5622,train,non_ade
ade_01509,train_12325,train,ade
ade_01510,train_7295,train,non_ade
ade_01511,train_11548,test,non_ade
ade_01512,train_11152,train,ade
ade_01513,train_751,test,non_ade
ade_01514,train_15254,train,ade
ade_01515,train_6414,test,ade
ade_01516,test_2326,train,non_ade
ade_01517,test_1041,train,ade
ade_01518,train_4143,train,non_ade
ade_01519,test_2771,train,non_ade
ade_01520,train_8045,train,non_ade
ade_01521,train_10241,train,non_ade
ade_01522,train_8508,train,non_ade
ade_01523,test_5178,train,non_ade
ade_01524,train_6229,train,non_ade
ade_01525,train_1933,train,non_ade
ade_01526,test_4913,test,non_ade
ade_01527,test_1207,train,non_ade
ade_01528,train_3990,train,non_ade
ade_01529,train_9972,train,non_ade
ade_01530,train_4546,train,non_ade
ade_01531,test_4758,train,ade
ade_01532,train_11168,train,non_ade
ade_01533,test_3156,test,non_ade
ade_01534,train_10234,train,non_ade
ade_01535,test_2588,train,non_ade
ade_01536,train_15050,test,non_ade
ade_01537,train_12914,train,ade
ade_01538,test_1177,train,non_ade
ade_01539,train_15938,train,non_ade
ade_01540,train_2865,train,non_ade
ade_01541,test_2009,train,non_ade
ade_01542,train_3939,train,non_ade
ade_01543,train_13155,train,non_ade
ade_01544,train_674,train,non_ade
ade_01545,test_3708,train,ade
ade_01546,train_11082,train,ade
ade_01547,train_237,train,non_ade
ade_01548,test_2792,train,non_ade
ade_01549,test_1116,train,non_ade
ade_01550,train_3730,train,ade
ade_01551,train_1314,train,ade
ade_01552,train_2002,test,non_ade
ade_01553,train_17113,train,non_ade
ade_01554,train_12658,train,non_ade
ade_01555,train_3681,train,non_ade
ade_01556,train_746,test,non_ade
ade_01557,train_11487,train,non_ade
ade_01558,test_65,test,non_ade
ade_01559,train_5168,train,ade
ade_01560,train_16034,test,non_ade
ade_01561,train_3907,train,non_ade
ade_01562,train_5385,train,ade
ade_01563,train_9526,train,non_ade
ade_01564,train_8080,train,non_ade
ade_01565,test_3194,test,non_ade
ade_01566,train_12468,train,non_ade
ade_01567,train_13178,train,non_ade
ade_01568,train_5177,train,non_ade
ade_01569,train_13966,train,non_ade
ade_01570,train_12240,test,non_ade
ade_01571,train_304,train,non_ade
ade_01572,train_10094,train,non_ade
ade_01573,test_1583,train,non_ade
ade_01574,test_1778,train,non_ade
ade_01575,train_15545,train,ade
ade_01576,train_6111,train,ade
ade_01577,train_15395,test,non_ade
ade_01578,train_15704,train,non_ade
ade_01579,test_792,train,non_ade
ade_01580,train_2347,test,ade
ade_01581,test_1626,train,non_ade
ade_01582,test_4731,train,ade
ade_01583,train_11662,train,non_ade
ade_01584,test_1572,train,non_ade
ade_01585,train_12958,train,ade
ade_01586,train_7195,test,non_ade
ade_01587,test_5810,test,non_ade
ade_01588,train_53,train,non_ade
ade_01589,train_16183,train,non_ade
ade_01590,train_3450,test,non_ade
ade_01591,train_15383,train,non_ade
ade_01592,train_17472,test,non_ade
ade_01593,train_10441,train,non_ade
ade_01594,train_6012,test,non_ade
ade_01595,train_15948,train,non_ade
ade_01596,train_5543,train,non_ade
